_id,id,title,release_date,popularity,vote_average,vote_count,release_year
661ec0a882636514977a51f0,1268161,Mukidi,11-04-2024,46.585,4.2,2,2024
661ec0a882636514977a51f1,151960,Planes,09-08-2013,38.355,5.9,1610,2013
661ec0a882636514977a51f2,501170,Doctor Sleep,30-10-2019,46.359,7.149,4185,2019
661ec0a882636514977a51f3,13510,Eden Lake,12-09-2008,42.849,6.816,1667,2008
661ec0a882636514977a51f4,11631,Mamma Mia!,03-07-2008,42.071,7,6232,2008
661ec0a882636514977a51f5,442062,Goosebumps 2: Haunted Halloween,11-10-2018,42.075,6.1,1433,2018
661ec0a882636514977a51f6,800158,The Killer,25-10-2023,46.428,6.587,1777,2023
661ec0a882636514977a51f7,1161048,The Conference,13-10-2023,36.92,5.394,279,2023
661ec0a882636514977a51f8,96,Beverly Hills Cop II,18-05-1987,34.814,6.479,2270,1987
661ec0a882636514977a51f9,12222,Horton Hears a Who!,03-03-2008,40.071,6.5,3133,2008
661ec0a882636514977a51fa,12599,Pokémon the Movie 2000,17-07-1999,40.06,6.7,808,1999
661ec0a882636514977a51fb,762504,Nope,20-07-2022,40.025,6.864,3677,2022
661ec0a882636514977a51fc,59967,Looper,26-09-2012,40.009,6.882,9874,2012
661ec0a882636514977a51fd,45139,Jesus,19-10-1979,39.997,8.3,207,1979
661ec0a882636514977a51fe,172760,China Dolls,01-01-1992,46.331,4.3,3,1992
661ec0a882636514977a51ff,88751,Journey to the Center of the Earth,10-07-2008,46.991,6.071,4621,2008
661ec0a882636514977a5200,1206029,"Muchachos, la película de la gente",07-12-2023,32.626,8.4,33,2023
661ec0a882636514977a5201,990140,Sakra,16-01-2023,46.022,6.5,134,2023
661ec0a882636514977a5202,736790,Chupa,07-04-2023,38.53,6.4,320,2023
661ec0a882636514977a5203,1002338,Operation Napoleon,26-01-2023,39.709,6.104,101,2023
661ec0a882636514977a5204,408381,Monolith,12-05-2016,39.705,5.339,358,2016
661ec0a882636514977a5205,461992,Hostile,08-03-2018,39.702,5.9,337,2018
661ec0a882636514977a5206,87516,Oldboy,14-11-2013,39.7,5.9,1879,2013
661ec0a882636514977a5207,760245,Foe,06-10-2023,39.696,5.7,187,2023
661ec0a882636514977a5208,823625,Blacklight,10-02-2022,39.559,6.2,1036,2022
661ec0a882636514977a5209,52520,Underworld: Awakening,19-01-2012,39.556,6.3,3908,2012
661ec0a882636514977a520a,9257,S.W.A.T.,08-08-2003,39.55,6.2,2397,2003
661ec0a882636514977a520b,13971,Wild Child,15-08-2008,39.547,6.7,1792,2008
661ec0a882636514977a520c,6279,Sister Act 2: Back in the Habit,09-12-1993,39.512,6.4,1731,1993
661ec0a882636514977a520d,634528,The Marksman,15-01-2021,41.893,6.9,1488,2021
661ec0a882636514977a520e,211672,Minions,17-06-2015,37.192,6.401,10214,2015
661ec0a882636514977a520f,508439,Onward,29-02-2020,38.14,7.7,5914,2020
661ec0a882636514977a5210,12600,Pokémon 4Ever,06-07-2001,32.128,6.5,394,2001
661ec0a882636514977a5211,410113,The Loud House Movie,20-08-2021,31.644,7.3,173,2021
661ec0a882636514977a5212,1067820,Awareness,16-03-2023,39.157,5.7,144,2023
661ec0a882636514977a5213,1137724,Un mal día lo tiene cualquiera,26-01-2024,26.441,5.7,3,2024
661ec0a882636514977a5214,13004,Barbie and the Diamond Castle,03-09-2008,37.359,7.4,797,2008
661ec0a882636514977a5215,76,Before Sunrise,27-01-1995,37.605,7.968,3918,1995
661ec0a882636514977a5216,645488,Aquaman: Heroines of Atlantis,26-03-2019,30.463,6.211,45,2019
661ec0a882636514977a5217,522518,A Dog's Journey,03-05-2019,33.807,8,1422,2019
661ec0a882636514977a5218,15472,The Girl with the Dragon Tattoo,27-02-2009,35.297,7.527,2847,2009
661ec0a882636514977a5219,375588,Robin Hood,21-11-2018,32.802,5.9,2856,2018
661ec0a882636514977a521a,972614,Knox Goes Away,15-03-2024,40.277,6.4,31,2024
661ec0a882636514977a521b,594,The Terminal,17-06-2004,41.791,7.34,7569,2004
661ec0a882636514977a521c,395991,Only the Brave,22-09-2017,35.28,7.401,1498,2017
661ec0a882636514977a521d,7978,The Wolfman,10-02-2010,38.272,5.9,1909,2010
661ec0a882636514977a521e,239,Some Like It Hot,19-03-1959,40.117,8.1,3311,1959
661ec0a882636514977a521f,523607,Maestro,22-11-2023,40.651,6.423,607,2023
661ec0a882636514977a5220,5966,Along Came Polly,16-01-2004,33.015,6,2720,2004
661ec0a882636514977a5221,1679,Godzilla Raids Again,24-04-1955,38.665,5.98,244,1955
661ec0a882636514977a5222,42246,Tom and Jerry: The Fast and the Furry,11-10-2005,38.661,6.9,267,2005
661ec0a882636514977a5223,334533,Captain Fantastic,08-07-2016,38.656,7.912,6200,2016
661ec0a882636514977a5224,37094,Falling Down,26-02-1993,38.652,7.382,3471,1993
661ec0a882636514977a5225,118406,Road to Ninja: Naruto the Movie,28-07-2012,38.651,7.581,954,2012
661ec0a882636514977a5226,1205915,Cuánto me queda,20-12-2023,25.758,5.3,6,2023
661ec0a882636514977a5227,2251,Unfaithful,10-05-2002,39.408,6.656,1446,2002
661ec0a882636514977a5228,36879,The Beast in Heat,19-07-1977,38.97,5.1,77,1977
661ec0a882636514977a5229,9392,The Descent,08-07-2005,39.395,6.966,3673,2005
661ec0a882636514977a522a,617,Wild Things,20-03-1998,39.353,6.4,1638,1998
661ec0a882636514977a522b,28324,Emanuelle and the Last Cannibals,21-10-1977,38.273,5.1,94,1977
661ec0a882636514977a522c,7978,The Wolfman,10-02-2010,38.272,5.9,1909,2010
661ec0a882636514977a522d,766,Army of Darkness,31-10-1992,38.264,7.3,2988,1992
661ec0a882636514977a522e,664413,365 Days,07-02-2020,38.257,7.053,8709,2020
661ec0a882636514977a522f,2118,L.A. Confidential,19-09-1997,38.255,7.792,4693,1997
661ec0a882636514977a5230,25,Jarhead,04-11-2005,40.399,6.641,2737,2005
661ec0a882636514977a5231,50268,Love & Passion,25-02-1987,40.688,5.3,43,1987
661ec0a882636514977a5232,9273,Ace Ventura: When Nature Calls,10-11-1995,38.896,6.31,3955,1995
661ec0a882636514977a5233,9392,The Descent,08-07-2005,39.395,6.966,3673,2005
661ec0a882636514977a5234,141820,Hotel Paradise,25-10-1980,46.431,5.6,18,1980
661ec0a882636514977a5235,755679,Fast X: Part 2,03-04-2025,37.121,0,0,2025
661ec0a882636514977a5236,1156255,The Engineer,18-08-2023,36.971,6.3,61,2023
661ec0a882636514977a5237,105397,Daughter of Darkness 2,01-01-1994,31.605,5.3,18,1994
661ec0a882636514977a5238,1258530,GF WANTED,15-04-2024,29.408,0,0,2024
661ec0a882636514977a5239,332210,Storks,22-09-2016,54.065,6.6,2251,2016
661ec0a882636514977a523a,76,Before Sunrise,27-01-1995,37.605,7.968,3919,1995
661ec0a882636514977a523b,36593,Naked Gun 33⅓: The Final Insult,18-03-1994,37.604,6.5,1944,1994
661ec0a882636514977a523c,57212,War Horse,25-12-2011,37.603,7.306,3279,2011
661ec0a882636514977a523d,22804,Saw VI,22-10-2009,37.601,6.3,3048,2009
661ec0a882636514977a523e,9353,Nacho Libre,16-06-2006,37.597,6.4,1500,2006
661ec0a882636514977a523f,944934,A Short Story,07-04-2022,37.359,6.1,48,2022
661ec0a882636514977a5240,13004,Barbie and the Diamond Castle,03-09-2008,37.359,7.4,797,2008
661ec0a882636514977a5241,1149381,Soulcatcher,02-08-2023,37.337,6.4,262,2023
661ec0a882636514977a5242,1007427,Night Train,13-01-2023,37.32,5.8,33,2023
661ec0a882636514977a5243,25239,Day of the Woman,02-11-1978,37.309,5.937,573,1978
661ec0a882636514977a5244,955659,Me contro Te: Il film - Missione giungla,19-01-2023,37.25,8.2,9,2023
661ec0a882636514977a5245,9986,Charlotte's Web,07-12-2006,37.241,6.199,1326,2006
661ec0a882636514977a5246,936621,Sex Game 6969,27-01-2022,37.236,5.3,7,2022
661ec0a882636514977a5247,14199,The Adventures of Sharkboy and Lavagirl,10-06-2005,37.232,5.2,1439,2005
661ec0a882636514977a5248,118340,Guardians of the Galaxy,30-07-2014,37.225,7.908,27333,2014
661ec0a882636514977a5249,616820,Halloween Ends,12-10-2022,50.541,6.135,1600,2022
661ec0a882636514977a524a,614917,King Richard,18-11-2021,39.028,7.681,2279,2021
661ec0a882636514977a524b,730840,Trollhunters: Rise of the Titans,21-07-2021,30.524,7.6,308,2021
661ec0a882636514977a524c,2623,An Officer and a Gentleman,28-07-1982,29.505,7,1048,1982
661ec0a882636514977a524d,745391,Love in Taipei,10-08-2023,33.913,7.2,36,2023
661ec0a882636514977a524e,37834,Knight and Day,15-06-2010,32.742,6.2,4295,2010
661ec0a882636514977a524f,766,Army of Darkness,31-10-1992,38.264,7.257,2988,1992
661ec0a882636514977a5250,83542,Cloud Atlas,26-10-2012,41.992,6.9,6854,2012
661ec0a882636514977a5251,57084,Satanic Pandemonium,26-06-1975,52.948,6.5,82,1975
661ec0a882636514977a5252,878375,On a Wing and a Prayer,28-03-2023,40.114,5.9,86,2023
661ec0a882636514977a5253,14174,Lie with Me,10-09-2005,36.865,5.2,251,2005
661ec0a882636514977a5254,39203,Detective Conan: Magician of the Silver Sky,17-04-2004,36.86,6.9,130,2004
661ec0a882636514977a5255,610253,Halloween Kills,14-10-2021,36.859,6.5,2528,2021
661ec0a882636514977a5256,9595,Hot Shots!,31-07-1991,36.84,6.6,2053,1991
661ec0a882636514977a5257,10047,The Messenger: The Story of Joan of Arc,27-10-1999,36.82,6.379,1370,1999
661ec0a882636514977a5258,12208,Casino Royale,13-04-1967,36.732,5.3,690,1967
661ec0a882636514977a5259,259694,How to Be Single,08-02-2016,36.71,6.2,3114,2016
661ec0a882636514977a525a,13648,Resident Evil: Degeneration,13-02-2008,36.691,6.8,1012,2008
661ec0a882636514977a525b,17915,Dance with Me,21-08-1998,36.662,6.9,189,1998
661ec0a882636514977a525c,279,Amadeus,19-09-1984,36.655,8.038,4023,1984
661ec0a882636514977a525d,114150,Pitch Perfect,28-09-2012,34.534,7.292,6359,2012
661ec0a882636514977a525e,917007,Bed Rest,10-02-2023,27.576,6.3,197,2023
661ec0a882636514977a525f,72784,The Loft,14-10-2014,36.871,6.4,1391,2014
661ec0a882636514977a5260,658009,Ip Man: Kung Fu Master,23-12-2019,34.291,6.7,154,2019
661ec0a882636514977a5261,14174,Lie with Me,10-09-2005,36.865,5.2,251,2005
661ec0a882636514977a5262,722149,Luther: The Fallen Sun,24-02-2023,29.436,6.692,845,2023
661ec0a882636514977a5263,116711,Epic,15-05-2013,33.139,6.5,2609,2013
661ec0a882636514977a5264,462,Erin Brockovich,17-03-2000,35.136,7.4,3013,2000
661ec0a882636514977a5265,10982,Hoodwinked!,16-12-2005,36.136,6.2,1670,2005
661ec0a882636514977a5266,250480,The Many Adventures of Winnie the Pooh,11-03-1977,39.634,7.2,970,1977
661ec0a882636514977a5267,1168733,Isla bonita,30-11-2023,25.666,7.6,14,2023
661ec0a882636514977a5268,51540,Horrible Bosses,08-07-2011,30.857,6.6,6134,2011
661ec0a882636514977a5269,665142,Young Aunt 3,02-01-2020,28.635,6.1,9,2020
661ec0a882636514977a526a,20762,The Substitute,19-04-1996,34.604,6.9,442,1996
661ec0a882636514977a526b,763165,The Burial,06-10-2023,32.952,7.1,395,2023
661ec0a882636514977a526c,4643,The Guardian,28-09-2006,31.078,7.1,1442,2006
661ec0a882636514977a526d,500475,SuperFly,13-06-2018,42.584,6.777,364,2018
661ec0a882636514977a526e,263109,Shaun the Sheep Movie,05-02-2015,26.08,7,1337,2015
661ec0a882636514977a526f,33217,Diary of a Wimpy Kid,19-03-2010,36.327,6.229,1522,2010
661ec0a882636514977a5270,77174,ParaNorman,03-08-2012,33.577,6.974,2406,2012
661ec0a882636514977a5271,10865,Atlantis: The Lost Empire,02-06-2001,34.691,7,4531,2001
661ec0a882636514977a5272,1788,Footloose,17-02-1984,38.058,6.7,1935,1984
661ec0a882636514977a5273,1154598,LEGO Marvel Avengers: Code Red,26-10-2023,29.25,6.6,86,2023
661ec0a882636514977a5274,11358,Walking Tall,02-04-2004,35.057,6.317,1415,2004
661ec0a882636514977a5275,509,Notting Hill,21-05-1999,51.556,7.261,5797,1999
661ec0a882636514977a5276,574060,Gunpowder Milkshake,14-07-2021,28.806,6.4,930,2021
661ec0a882636514977a5277,843794,JUNG_E,12-01-2023,33.83,6.2,558,2023
661ec0a882636514977a5278,93685,Swingers,01-10-2002,33.228,5.8,48,2002
661ec0a882636514977a5279,257088,Point Break,03-12-2015,36.791,5.9,2182,2015
661ec0a882636514977a527a,114150,Pitch Perfect,28-09-2012,34.534,7.292,6359,2012
661ec0a882636514977a527b,63197,Megan Is Missing,01-05-2011,23.014,6.2,611,2011
661ec0a882636514977a527c,1039882,My Name Is Loh Kiwan,19-02-2024,29.744,7.281,64,2024
661ec0a882636514977a527d,814,An American Werewolf in London,21-08-1981,36.258,7.391,2271,1981
661ec0a882636514977a527e,59967,Looper,26-09-2012,40.009,6.882,9874,2012
661ec0a882636514977a527f,26338,Romance,14-04-1999,46.507,5.519,239,1999
661ec0a882636514977a5280,385103,Scoob!,08-07-2020,32.002,7.1,1620,2020
661ec0a882636514977a5281,537061,Steven Universe: The Movie,02-09-2019,31.999,8.2,806,2019
661ec0a882636514977a5282,502235,Purpose of Reunion 3,20-02-2018,40.509,5.3,9,2018
661ec0a882636514977a5283,943930,Tin & Tina,24-03-2023,32.535,5.975,360,2023
661ec0a882636514977a5284,1232289,Society of the Snow: Who Were We on the Mountain?,23-01-2024,30.549,7.5,36,2024
661ec0a882636514977a5285,12133,Step Brothers,25-07-2008,33.217,6.561,2974,2008
661ec0a882636514977a5286,9255,Hot Shots! Part Deux,21-05-1993,42.465,6.5,1758,1993
661ec0a882636514977a5287,41233,Step Up 3D,04-08-2010,33.215,6.8,1839,2010
661ec0a882636514977a5288,13888,Return to the Blue Lagoon,02-08-1991,34.462,6.2,1132,1991
661ec0a882636514977a5289,33542,Rumble in the Bronx,21-01-1995,33.211,6.8,962,1995
661ec0a882636514977a528a,1070802,Confidential Informant,27-06-2023,35.097,6,110,2023
661ec0a882636514977a528b,373879,One Piece: Adventure of Nebulandia,20-12-2015,35.095,7.8,191,2015
661ec0a882636514977a528c,18360,Night at the Museum: Battle of the Smithsonian,20-05-2009,35.091,6.1,6622,2009
661ec0a882636514977a528d,1538,Collateral,04-08-2004,35.082,7.218,5341,2004
661ec0a882636514977a528e,10637,Remember the Titans,29-09-2000,35.074,7.624,2538,2000
661ec0a882636514977a528f,16577,Astro Boy,15-10-2009,28.164,6.3,1458,2009
661ec0a882636514977a5290,42246,Tom and Jerry: The Fast and the Furry,11-10-2005,38.661,6.9,267,2005
661ec0a882636514977a5291,300681,Replicas,25-10-2018,28.162,6,1283,2018
661ec0a882636514977a5292,287590,Saint Seiya: Legend of Sanctuary,21-06-2014,33.407,6.6,654,2014
661ec0a882636514977a5293,4588,"Lust, Caution",27-09-2007,41.903,7.194,648,2007
661ec0a882636514977a5294,9488,Spy Kids 2: The Island of Lost Dreams,07-08-2002,34.855,5.622,2095,2002
661ec0a882636514977a5295,2675,Signs,02-08-2002,34.847,6.685,5361,2002
661ec0a882636514977a5296,407655,A Cinderella Story: If the Shoe Fits,02-08-2016,34.845,7.2,816,2016
661ec0a882636514977a5297,203801,The Man from U.N.C.L.E.,13-08-2015,34.842,7.1,6102,2015
661ec0a882636514977a5298,9383,Hollow Man,04-08-2000,34.825,5.9,2404,2000
661ec0a882636514977a5299,500916,Primal,27-12-2019,30.615,5.6,338,2019
661ec0a882636514977a529a,37686,Super 8,08-06-2011,36.357,6.764,6372,2011
661ec0a882636514977a529b,504253,I Want to Eat Your Pancreas,01-09-2018,34.611,8.2,1462,2018
661ec0a882636514977a529c,11045,Taxi,06-10-2004,29.853,5.6,1012,2004
661ec0a882636514977a529d,13682,Pooh's Heffalump Movie,11-02-2005,38.853,6.8,430,2005
661ec0a882636514977a529e,858,Sleepless in Seattle,24-06-1993,34.588,6.7,2233,1993
661ec0a882636514977a529f,251387,The Night Crew,17-03-2015,35.322,5.3,66,2015
661ec0a882636514977a52a0,10285,Jason Goes to Hell: The Final Friday,13-08-1993,33.838,4.5,913,1993
661ec0a882636514977a52a1,1159311,My Hero Academia: You're Next,02-08-2024,26.521,0,0,2024
661ec0a882636514977a52a2,241,Natural Born Killers,26-08-1994,31.585,7.065,3235,1994
661ec0a882636514977a52a3,10047,The Messenger: The Story of Joan of Arc,27-10-1999,36.82,6.379,1370,1999
661ec0a882636514977a52a4,271718,Trainwreck,17-07-2015,31.253,5.8,2501,2015
661ec0a882636514977a52a5,180719,How Funny Can Sex Be?,19-12-1973,35.878,5.8,52,1973
661ec0a882636514977a52a6,370964,I Am Dragon,03-12-2015,38.073,7.2,354,2015
661ec0a882636514977a52a7,12096,The Pink Panther,10-02-2006,27.069,5.8,1843,2006
661ec0a882636514977a52a8,419446,"Tiger, Blood in the Mouth",25-08-2016,31.928,4.5,29,2016
661ec0a882636514977a52a9,4176,Murder on the Orient Express,22-11-1974,33.55,7.154,1336,1974
661ec0a882636514977a52aa,465086,The Grudge,31-12-2019,29.061,5.5,1138,2019
661ec0a882636514977a52ab,75624,Naruto Shippuden the Movie: Blood Prison,30-07-2011,38.803,7.29,547,2011
661ec0a882636514977a52ac,449406,Vivo,30-07-2021,31.317,7.3,679,2021
661ec0a882636514977a52ad,168098,Cell,06-07-2016,49.214,4.7,1009,2016
661ec0a882636514977a52ae,600,Full Metal Jacket,26-06-1987,35.152,8.134,10057,1987
661ec0a882636514977a52af,4141,Shoot 'Em Up,26-07-2007,35.151,6.5,1786,2007
661ec0a882636514977a52b0,757860,The Yin-Yang Master: Dream of Eternity,24-12-2020,31.037,7.4,175,2020
661ec0a882636514977a52b1,42337,Beau Pere,15-09-1981,36.771,6.7,106,1981
661ec0a882636514977a52b2,8393,The Gods Must Be Crazy,10-09-1980,34.767,7.229,1079,1980
661ec0a882636514977a52b3,681,Diamonds Are Forever,14-12-1971,39.265,6.4,1979,1971
661ec0a882636514977a52b4,296711,Love Match,11-09-2014,46.919,4.4,5,2014
661ec0a882636514977a52b5,16288,Creepshow 2,01-05-1987,42.764,6.218,525,1987
661ec0a882636514977a52b6,9056,Police Story,14-12-1985,39.764,7.5,820,1985
661ec0a882636514977a52b7,13027,Eagle Eye,25-09-2008,32.251,6.5,2733,2008
661ec0a882636514977a52b8,249660,God's Not Dead,21-03-2014,48.982,6,859,2014
661ec0a882636514977a52b9,1019836,Christmas Bloody Christmas,05-10-2022,25.031,5.5,182,2022
661ec0a882636514977a52ba,445571,Game Night,15-02-2018,42.753,6.853,5555,2018
661ec0a882636514977a52bb,117,The Untouchables,03-06-1987,42.495,7.775,5379,1987
661ec0a882636514977a52bc,94329,The Raid,22-03-2012,34.003,7.411,3235,2012
661ec0a882636514977a52bd,27581,The Other Guys,06-08-2010,33.999,6.3,3982,2010
661ec0a882636514977a52be,591273,Fear Street: 1994,28-06-2021,33.992,6.7,2153,2021
661ec0a882636514977a52bf,352733,The Scandalous Lady W,17-08-2015,33.991,6.6,95,2015
661ec0a882636514977a52c0,128339,Lover Boy,27-03-1975,33.99,5,20,1975
661ec0a882636514977a52c1,835767,Gunfight at Rio Bravo,13-01-2023,27.023,6,34,2023
661ec0a882636514977a52c2,1034411,The Movie Star and the Cowboy,24-07-2023,31.831,7,10,2023
661ec0a882636514977a52c3,514439,Breakthrough,10-04-2019,32.967,7.62,1032,2019
661ec0a882636514977a52c4,440471,Escape Plan 2: Hades,05-06-2018,43.965,5.2,1378,2018
661ec0a882636514977a52c5,11543,Kingpin,04-07-1996,32.707,6.5,816,1996
661ec0a882636514977a52c6,51481,Mean Girls 2,23-01-2011,33.756,5.2,1193,2011
661ec0a882636514977a52c7,882059,Boy Kills World,12-04-2024,33.735,10,1,2024
661ec0a882636514977a52c8,15196,Clue,13-12-1985,33.726,7.2,1605,1985
661ec0a882636514977a52c9,1117379,Trafficking,24-04-2023,33.719,6.4,34,2023
661ec0a882636514977a52ca,625568,Unhinged,16-07-2020,33.718,6.462,2143,2020
661ec0a882636514977a52cb,9032,Big Daddy,25-06-1999,29.676,6.467,3117,1999
661ec0a882636514977a52cc,76285,Percy Jackson: Sea of Monsters,07-08-2013,34.606,6.035,4985,2013
661ec0a882636514977a52cd,921452,Jeanne du Barry,16-05-2023,39.98,7,349,2023
661ec0a882636514977a52ce,38410,The Poughkeepsie Tapes,27-04-2007,37.673,6.625,565,2007
661ec0a882636514977a52cf,759213,Captive,30-10-2020,28.875,7.2,23,2020
661ec0a882636514977a52d0,35552,The Extraordinary Adventures of Adèle Blanc-Sec,09-04-2010,32.152,6.2,1246,2010
661ec0a882636514977a52d1,581387,Ashfall,19-12-2019,41.91,6.8,541,2019
661ec0a882636514977a52d2,762,Monty Python and the Holy Grail,14-03-1975,33.649,7.801,5519,1975
661ec0a882636514977a52d3,9833,The Phantom of the Opera,08-12-2004,37.648,7.251,1534,2004
661ec0a882636514977a52d4,184,Jackie Brown,25-12-1997,26.896,7.4,6062,1997
661ec0a882636514977a52d5,135348,Tabu,28-01-1977,33.372,5,4,1977
661ec0a882636514977a52d6,591120,The Pirates: The Last Royal Treasure,26-01-2022,33.362,6.6,163,2022
661ec0a882636514977a52d7,9441,Stepmom,25-12-1998,33.361,7.1,1367,1998
661ec0a882636514977a52d8,115874,Second Origin,09-10-2015,33.359,4.8,15,2015
661ec0a882636514977a52d9,1645,A Time to Kill,24-07-1996,33.355,7.384,2394,1996
661ec0a882636514977a52da,756,Fantasia,13-11-1940,28.366,7.355,2928,1940
661ec0a882636514977a52db,235260,Son of God,28-02-2014,31.868,6.9,287,2014
661ec0a882636514977a52dc,761053,Gabriel's Inferno: Part III,19-11-2020,29.376,8.4,1043,2020
661ec0a882636514977a52dd,860623,Last Man Down,30-03-2021,40.627,6.1,624,2021
661ec0a882636514977a52de,2135,The Time Machine,04-03-2002,35.362,6.247,2159,2002
661ec0a882636514977a52df,511082,Black Butler: Book of Murder,25-10-2014,33.196,8,53,2014
661ec0a882636514977a52e0,334074,Survivor,21-05-2015,33.194,5.664,977,2015
661ec0a882636514977a52e1,411840,Surf's Up 2: WaveMania,03-02-2017,33.19,6,257,2017
661ec0a882636514977a52e2,42949,Arthur 3: The War of the Two Worlds,22-08-2010,33.178,5.8,1479,2010
661ec0a882636514977a52e3,2005,Sister Act,28-05-1992,33.173,6.827,3056,1992
661ec0a882636514977a52e4,11528,The Sandlot,07-04-1993,33.031,7.497,1091,1993
661ec0a882636514977a52e5,204922,Before I Go to Sleep,03-09-2014,33.026,6.5,1934,2014
661ec0a882636514977a52e6,745881,The Medium,14-07-2021,33.02,7,584,2021
661ec0a882636514977a52e7,134,"O Brother, Where Art Thou?",30-08-2000,33.016,7.334,3972,2000
661ec0a882636514977a52e8,5966,Along Came Polly,16-01-2004,33.015,6,2720,2004
661ec0a882636514977a52e9,803114,The Requin,28-01-2022,29.337,4.9,317,2022
661ec0a882636514977a52ea,9208,Broken Arrow,09-02-1996,30.314,6,1422,1996
661ec0a882636514977a52eb,1010928,Wingwomen,01-11-2023,32.43,6.128,355,2023
661ec0a882636514977a52ec,341006,The Belko Experiment,17-03-2016,39.315,6.2,1368,2016
661ec0a882636514977a52ed,25239,Day of the Woman,02-11-1978,37.309,5.937,573,1978
661ec0a882636514977a52ee,579,Jaws 2,16-06-1978,32.797,6,1796,1978
661ec0a882636514977a52ef,400136,Resident Evil: Vendetta,27-05-2017,32.795,6.9,923,2017
661ec0a882636514977a52f0,24163,As Tears Go By,09-06-1988,32.792,7,292,1988
661ec0a882636514977a52f1,1172009,The Black Book,22-09-2023,32.788,6.7,75,2023
661ec0a882636514977a52f2,15653,An Extremely Goofy Movie,29-02-2000,32.786,6.386,590,2000
661ec0a882636514977a52f3,10803,Logan's Run,23-06-1976,37.271,6.586,888,1976
661ec0a882636514977a52f4,995133,"The Boy, the Mole, the Fox and the Horse",25-12-2022,28.561,8.289,489,2022
661ec0a882636514977a52f5,568467,Ammonite,13-11-2020,26.033,7.009,538,2020
661ec0a882636514977a52f6,802,Lolita,13-06-1962,35.02,7.347,1953,1962
661ec0a882636514977a52f7,13920,Radio,24-10-2003,33.519,7.216,679,2003
661ec0a882636514977a52f8,661791,La Abuela (The Grandmother),28-01-2022,28.029,5.8,425,2022
661ec0a882636514977a52f9,9522,Wedding Crashers,13-07-2005,42.006,6.479,4192,2005
661ec0a882636514977a52fa,9366,Donnie Brasco,27-02-1997,32.255,7.541,4238,1997
661ec0a882636514977a52fb,13078,The Babysitters,09-05-2008,37.005,5.9,426,2008
661ec0a882636514977a52fc,11415,House,27-02-1986,32.252,6.1,519,1986
661ec0a882636514977a52fd,910,The Big Sleep,23-08-1946,38.241,7.588,974,1946
661ec0a882636514977a52fe,475,Bonnie and Clyde,14-08-1967,32.239,7.5,1528,1967
661ec0a882636514977a52ff,3767,Gilda,25-04-1946,37.488,7.5,545,1946
661ec0a882636514977a5300,17809,Fist of Legend,22-12-1994,30.986,7.5,495,1994
661ec0a882636514977a5301,426543,The Nutcracker and the Four Realms,26-10-2018,33.494,6.1,2063,2018
661ec0a882636514977a5302,537996,The Ballad of Buster Scruggs,09-11-2018,32.401,7.144,3849,2018
661ec0a882636514977a5303,4547,Panic Room,29-03-2002,32.399,6.772,4708,2002
661ec0a882636514977a5304,1011679,Shark Side of the Moon,12-08-2022,32.397,5.1,145,2022
661ec0a882636514977a5305,497582,Enola Holmes,23-09-2020,32.397,7.3,5794,2020
661ec0a882636514977a5306,25237,Come and See,17-10-1985,32.382,8.266,1349,1985
661ec0a882636514977a5307,87516,Oldboy,14-11-2013,39.7,5.9,1879,2013
661ec0a882636514977a5308,2525,The Bible: In the Beginning...,28-09-1966,34.196,7.3,233,1966
661ec0a882636514977a5309,9361,The Last of the Mohicans,26-08-1992,31.945,7.384,2922,1992
661ec0a882636514977a530a,335777,The Nut Job 2: Nutty by Nature,11-08-2017,31.451,6,387,2017
661ec0a882636514977a530b,11418,National Lampoon's European Vacation,25-07-1985,32.194,6.2,815,1985
661ec0a882636514977a530c,419478,Midnight Sun,22-03-2018,27.187,7.8,3305,2018
661ec0a882636514977a530d,455236,Accident Man,06-02-2018,22.937,6.1,469,2018
661ec0a882636514977a530e,11051,The Last Temptation of Christ,28-05-1988,33.429,7.232,999,1988
661ec0a882636514977a530f,9354,"Honey, I Shrunk the Kids",23-06-1989,27.429,6.295,2906,1989
661ec0a882636514977a5310,336560,Lake Placid vs. Anaconda,25-04-2015,28.183,5.1,199,2015
661ec0a882636514977a5311,11678,Vertical Limit,08-12-2000,32.125,6,977,2000
661ec0a882636514977a5312,660120,The Worst Person in the World,13-10-2021,32.123,7.529,1206,2021
661ec0a882636514977a5313,48138,Unknown,16-02-2011,32.117,6.669,3706,2011
661ec0a882636514977a5314,10068,Nine 1/2 Weeks,09-02-1986,32.116,6.1,949,1986
661ec0a882636514977a5315,454286,God's Not Dead: A Light in Darkness,30-03-2018,32.11,6.6,201,2018
661ec0a882636514977a5316,12620,The House Bunny,22-08-2008,32.144,5.7,1839,2008
661ec0a882636514977a5317,227156,The Giver,13-08-2014,45.637,6.549,4315,2014
661ec0a882636514977a5318,1115749,Still Fabulous,12-02-2024,27.957,5.7,92,2024
661ec0a882636514977a5319,387426,Okja,28-06-2017,37.145,7.371,4119,2017
661ec0a882636514977a531a,9762,Step Up,11-08-2006,30.389,6.876,3595,2006
661ec0a882636514977a531b,943822,Prizefighter: The Life of Jem Belcher,30-06-2022,27.654,6.3,166,2022
661ec0a882636514977a531c,71668,Piranha 3DD,11-05-2012,31.626,4.3,991,2012
661ec0a882636514977a531d,133121,Resident Evil: Damnation,25-09-2012,35.875,6.9,830,2012
